5.81E+17,3/26/2015,Open letter to the Hon. Hillary Clinton: ROCKEFELLER INITIATIVE http://t.co/pOCtZtoy6o @SENDANCOATS @Newsmax_Media @ObservadorUY   @opednews,hillaryclinton
,,,
5.81E+17,3/26/2015,"RT @POTUS7: BOOM! Hillary Clinton was just hit with a racketeering lawsuit by Freedom Watch [Video]

 https://t.co/nfHtdAEUie",hillaryclinton
,,,
5.81E+17,3/26/2015,"RT @toptradesmen: FREEDOM OR ANARCHY,Campaign of Conscience: How Hillary Clinton Is Responsible For Overthrowin... http://t.co/PADJJeNKff",hillaryclinton
,,,
5.81E+17,3/26/2015,BOOM! Hillary Clinton was just hit with a racketeering lawsuit by Freedom Watch [Video] http://t.co/HaxqikNiwT,hillaryclinton
,,,
5.81E+17,3/26/2015,Open letter to the Hon. Hillary Clinton: ROCKEFELLER INITIATIVE http://t.co/pOCtZtoy6o @JAMESLANKFORD @Onemoretab @other98   @Greg_Palast,hillaryclinton
,,,
5.81E+17,3/26/2015,RT @ChuckNellis: Hillary Clinton is most qualified in 2017...... to share a cell with Obama! http://t.co/6rcrDtPhYz,hillaryclinton
,,,
5.81E+17,3/26/2015,Hillary Clinton bests Jeb Bush in Florida polling | Political | Wisconsin Gazette  http://t.co/Ae28QtQQPm,hillaryclinton
,,,
5.81E+17,3/26/2015,"First Lady Hillary Clinton, photographed by Arthur Elgort, Vogue, August 1989 http://t.co/wSnV931KbP",hillaryclinton
,,,
5.81E+17,3/26/2015,#StandWithIsrael STAND AGAINST HILLARY &gt; Israel's future @HillaryClinton's silence on @netanyahu's win speaks volumes http://t.co/9scxGTEQXK,hillaryclinton
,,,
5.81E+17,3/26/2015,"Video: According to Title 18, Ch. 101 of U.S. Code, Hillary Clinton Is Disqualified from Serving As President http://t.co/SsldBK0sKX #tcot",hillaryclinton
,,,
5.81E+17,3/26/2015,Rand Paul calls on Hillary Clinton to return foreign donations - Washington Post blog,hillaryclinton
,,,
5.81E+17,3/26/2015,RT @ChuckNellis: Hillary Clinton is most qualified in 2017...... to share a cell with Obama! http://t.co/6rcrDtPhYz,hillaryclinton
,,,
5.81E+17,3/26/2015,Hillary Clinton: State Department was missing top oversight official during her time as secretary of state http://t.co/BBU8aOYjTR,hillaryclinton
,,,
5.81E+17,3/26/2015,Wingnuts Sue To Make Hillary Clinton Obey The Law http://t.co/SXvGCbPrqN,hillaryclinton
,,,
5.81E+17,3/26/2015,Hillary Clinton: State Department was missing top oversight official during her time as secretary of state: Th... http://t.co/tEuegwX4aB,hillaryclinton
,,,
5.81E+17,3/26/2015,Wingnuts Sue To Make Hillary Clinton Obey The Law http://t.co/oStNAWc3wq via @dailycaller,hillaryclinton
,,,
5.81E+17,3/26/2015,RT @aspie4jesus: Hillary Clinton: The Power of Women: http://t.co/AVGivKFXcg via @bbciplayer,hillaryclinton
,,,
5.81E+17,3/26/2015,"RT @dianamartinbbc: At 9pm on BBC2 tonight: Hillary Clinton: the Power of Women 

http://t.co/ErZJhZsPuX
http://t.co/AcGtYSGXCd",hillaryclinton
5.8196E+17,3/28/2015, RT Hillary Clinton is a govt. funded criminal. Benghazi is an example of the ROI Americans get as result.,Hillary Clinton
,,,
5.8196E+17,3/28/2015, Hillary Clintons Lawyer There are No Copies of her Emails on Her Personal Server Not any more Dick Tracy  GEZZ ?,Hillary Clinton
,,,
5.8196E+17,3/28/2015, RT RETWEET if you would vote for over Hillary Clinton. #tcot #pjnet #lnyhbt #WakeUpAmerica #FoxNews,Hillary Clinton
,,,
5.81963E+17,3/28/2015, RT where was hillary clinton on 9/11,hillary clinton
,,,
5.81963E+17,3/28/2015, RT where was hillary clinton on 9/11,hillary clinton
,,,
5.81963E+17,3/28/2015, i trust it as much as I trust ted cruz for president 2016,ted cruz
,,,
5.8225E+17,3/29/2015, gop nut carly fiorina blames economic struggles on workers watching p*rn all day,carly fiorina
,,,
5.8225E+17,3/29/2015, rt ted cruz: part of the problem with america is the white house isnt in texas,ted cruz
,,,
5.8225E+17,3/29/2015, rt 3 new national polls show that majority of americans don't trust hillary clinton retweet if you're in that majority! htt,hillary clinton
,,,
5.8225E+17,3/29/2015, #latestnews potential 2016 candidate o'malley rips jeb bush  hillary clinton - fiorina says there's by,hillary clinton
,,,
5.8225E+17,3/29/2015, ted cruz: part of the problem with america is the white house isnt in texas,ted cruz
,,,
5.8225E+17,3/29/2015, swarens: gov. mike pence to push for clarification of 'religious freedom' law,mike pence 
,,,
5.8225E+17,3/29/2015, the case for hillary clinton | mythoughts,hillary clinton
,,,
5.8225E+17,3/29/2015, rt 3 new national polls show that majority of americans don't trust hillary clinton retweet if you're in that majority! htt,hillary clinton
,,,
5.8225E+17,3/29/2015, trey gowdy exposes hillary clintons criminal activity -,hillary clinton
,,,
5.8225E+17,3/29/2015, #business report: marco rubio will likely announce his white house bid in 2 weeks,marco rubio 
,,,
5.8225E+17,3/29/2015, rt mike pence dodges questions on anti-gay discrimination in indiana,mike pence 
,,,
5.8225E+17,3/29/2015, rt mike pence dodges questions on anti-gay discrimination in indiana:  #boycottindiana #lgbt,mike pence 
,,,
5.8225E+17,3/29/2015, cruz boasts leadership credentials  slams obama's: ethan barton sen. ted cruz touted his leadership credentials on,ted cruz
,,,
5.8225E+17,3/29/2015, potential 2016 candidate o'malley rips jeb bush  hillary clinton - fiorina says there's 'higher than 90 percent',hillary clinton
,,,
5.8225E+17,3/29/2015, cair  left fail to strongarm ted cruz into pulling out of event with robert spencer  #thisisislam,ted cruz
,,,
5.8225E+17,3/29/2015, rt ted cruz: part of the problem with america is the white house isnt in texas,ted cruz
,,,
5.8225E+17,3/29/2015, rt 'shameless': indiana gov. mike pence defends controversial religious freedom law,mike pence 
,,,
5.8225E+17,3/29/2015, rt 'shameless': indiana gov. mike pence defends controversial religious freedom law,mike pence 
,,,
5.8225E+17,3/29/2015," 6x's mike pence was ask a very direct question.""does this law allow business to deny commerce to gay ppl because...",mike pence 
,,,
5.8225E+17,3/29/2015, rt it's a wrap. i am a ted cruz for president type of guy.#tedcruz2016,ted cruz
,,,
5.8225E+17,3/29/2015, ted cruz comes from canada  then opposes immigration; shuts down government  asks to run it; attacks obamacare  then signs up,ted cruz
,,,
5.8225E+17,3/29/2015, rt breaking: hillary clinton wiped email server clean  refuses to turn it over - allen west republic,hillary clinton
,,,
5.8225E+17,3/29/2015, mike pence may not be the greatest orator or all-time. but i admire his resolve against the assault of the religious discrimination. #rfra,mike pence 
,,,
5.8225E+17,3/29/2015, rt really frustrated mike pence made indiana look like an asshole and that our economy may suffer as a result.,mike pence 
,,,
5.8225E+17,3/29/2015," stephanopoulos vs. gov. mike pence on religious freedom act: ""we're not going to change the realclearpoliticsvid",mike pence 
,,,
5.8225E+17,3/29/2015, marco rubio may have presidential announcement date: april 13 at miami freedom tower #infowars #tcot #tlot,marco rubio 
,,,
5.8225E+17,3/29/2015, rt 3 new national polls show that majority of americans don't trust hillary clinton retweet if you're in that majority! htt,hillary clinton
,,,
5.8225E+17,3/29/2015, rt jeb bush' foundation offering common core online classes! #stopcommoncore #rednationrising,jeb bush
,,,
5.8225E+17,3/29/2015," rt jan brewer calls mike pence  ""hey  mike  you know that bed you just shit? yeah  you might want to clean that up before yo",mike pence 
,,,
5.8225E+17,3/29/2015, rt the fox news contributor rand paul is apparently courting was too extreme for even tim tebow:,rand paul 
,,,
5.8225E+17,3/29/2015, d.c. whispers: hillary clinton's secret meeting with obama/jarrett/rice -,hillary clinton
,,,
5.8225E+17,3/29/2015, mad dog john bolton trying to make up for his lack of ? by going to war - as long as he doesn't have to do any fighting!,john bolton
,,,
5.8225E+17,3/29/2015, rt 3 new national polls show that majority of americans don't trust hillary clinton retweet if you're in that majority! htt,hillary clinton
,,,
5.8225E+17,3/29/2015, rt breaking: hillary clinton wiped email server clean  refuses to turn it over - allen west republic,hillary clinton
,,,
5.8225E+17,3/29/2015, rt gov. mike pence wants indiana's new hate law to be 'clarified',mike pence 
,,,
5.8225E+17,3/29/2015, rt mike pence spends 20 minutes lying to abc news about his anti-gay discrimination law,mike pence 
,,,
5.8225E+17,3/29/2015, rt rand paul apparently courting anti-gay  anti-jewish  anti-catholic fox news contributor,rand paul 
,,,
5.8225E+17,3/29/2015, cair  left fail to strongarm ted cruz into pulling out of event with robert spencer #tcot,ted cruz
,,,
5.8225E+17,3/29/2015, rt 'shameless': indiana gov. mike pence defends controversial religious freedom law,mike pence 
,,,
5.8225E+17,3/29/2015," rt indiana gov. mike pence stirred up controversy when he signed a ""religious freedom"" bill into law. 5 things to know:",mike pence 
,,,
5.8225E+17,3/29/2015, rt 3 new national polls show that majority of americans don't trust hillary clinton retweet if you're in that majority! htt,hillary clinton
,,,
5.8225E+17,3/29/2015, we just had an election! gop does not have a candidate i would vote for yet! i would never vote for hillary clinton!,hillary clinton
,,,
5.8225E+17,3/29/2015, rt great tv ad - hold obama &amp; hillary clinton accountable for benghazi scandal! - tv ad produced b,hillary clinton
,,,
5.8225E+17,3/29/2015, rt 3 new national polls show that majority of americans don't trust hillary clinton retweet if you're in that majority! htt,hillary clinton
,,,
5.8225E+17,3/29/2015, 'this week' transcript: gov. mike pence transcript  - abc news via  #rfra  #inblue rt,mike pence 
,,,
5.8225E+17,3/29/2015, rt report: marco rubio will likely announce his white house bid in 2 weeks,marco rubio 
,,,
5.8225E+17,3/29/2015, rt gops carly fiorina says economy's suffering because workers are watching porn all day. is that why carly crashed hp?,carly fiorina
,,,
5.8225E+17,3/29/2015, rt mike pence dodges questions on anti-gay discrimination in indiana:  #boycottindiana #lgbt,mike pence 
,,,
5.8225E+17,3/29/2015, mike pence spends 20 minutes lying to abc news about his anti-gay discriminationlaw,mike pence 
,,,
5.8225E+17,3/29/2015, ted cruzs foreign policy adviser calls for war with iran #endoftheworld,ted cruz
,,,
5.8225E+17,3/29/2015, rt it really is crazy that rick perry was indicted for nonsense while hillary clinton is barely facing questions for clea,hillary clinton
