"0","1467810369","Mon Apr 06 22:19:45 PDT 2009","NO_QUERY","_TheSpecialOne_","@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
"0","1467810672","Mon Apr 06 22:19:49 PDT 2009","NO_QUERY","scotthamilton","is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!"
"0","1467810917","Mon Apr 06 22:19:53 PDT 2009","NO_QUERY","mattycus","@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds"
"0","1467811184","Mon Apr 06 22:19:57 PDT 2009","NO_QUERY","ElleCTF","my whole body feels itchy and like its on fire "
"0","1467811193","Mon Apr 06 22:19:57 PDT 2009","NO_QUERY","Karoli","@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
"0","1467811372","Mon Apr 06 22:20:00 PDT 2009","NO_QUERY","joy_wolf","@Kwesidei not the whole crew "
"0","1467811592","Mon Apr 06 22:20:03 PDT 2009","NO_QUERY","mybirch","Need a hug "
"0","1467811594","Mon Apr 06 22:20:03 PDT 2009","NO_QUERY","coZZ","@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
"0","1467811795","Mon Apr 06 22:20:05 PDT 2009","NO_QUERY","2Hood4Hollywood","@Tatiana_K nope they didn't have it "
"0","1467812025","Mon Apr 06 22:20:09 PDT 2009","NO_QUERY","mimismo","@twittera que me muera ? "
"4","1469729377","Tue Apr 07 07:14:51 PDT 2009","NO_QUERY","unmarketing","@marketingveep thanks  I love the candid style, much more like me"
"4","1469729470","Tue Apr 07 07:14:53 PDT 2009","NO_QUERY","Unique4aReason","@Sevdolo ha ha! Kam told me he wanted mini burgers from Jack n the box so he could get the girls! crazy butt!!  Have a good day patna!"
"4","1469729478","Tue Apr 07 07:14:53 PDT 2009","NO_QUERY","davidlink","@cecycorrea I actually live in Baton Rouge... but it's fine here!  A little chilly, but nice. How are you?"
"4","1469729556","Tue Apr 07 07:14:53 PDT 2009","NO_QUERY","introversimonDu","@caitlingraham thankyou  trying hard to keep it going!"
"4","1469729567","Tue Apr 07 07:14:53 PDT 2009","NO_QUERY","emiluvsdemi","emily is happy because of the new parenting plan, cortney. "
"4","1469729609","Tue Apr 07 07:14:54 PDT 2009","NO_QUERY","Victoriahh","@brendonuriesays You shoullld have done some england shows! "
"4","1469729660","Tue Apr 07 07:14:54 PDT 2009","NO_QUERY","CaroleCross","@steveweber Early morning beginners luck! "
"4","1469729684","Tue Apr 07 07:14:55 PDT 2009","NO_QUERY","QueenieshaS","@RU_it_girl my tiny panther "
"4","1469729697","Tue Apr 07 07:14:55 PDT 2009","NO_QUERY","beardedtheory","Such a sunny day "
"4","1469729772","Tue Apr 07 07:14:57 PDT 2009","NO_QUERY","mrbill67401","@eleesha Each day is a blessing.  It can only go uphill from there "
